Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender
683,2024-10-03,2024,October,Gandaki,Kaski,Urban,Junction,Afternoon,Damage Only,Clear,Slippery,Truck,80,Male
559,2024-06-02,2024,June,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,50,Male
1137,2025-12-02,2025,December,Madhesh,Rautahat,Rural,Straight,Afternoon,Minor Injury,Dusty,Damaged,Truck,30,Male
968,2025-06-20,2025,June,Koshi,Sunsari,Highway,Straight,Morning,Fatal,Clear,Damaged,Scooter,50,Male
1005,2025-07-24,2025,July,Lumbini,Dang,Urban,Curve,Afternoon,Serious Injury,Clear,Damaged,Truck,80,Male
985,2025-07-08,2025,July,Madhesh,Bara,Highway,Straight,Morning,Damage Only,Clear,Wet,Bus,30,Male
295,2023-09-25,2023,September,Gandaki,Gorkha,Highway,Straight,Morning,Minor Injury,Rain,Wet,Scooter,30,Male
520,2024-04-27,2024,April,Gandaki,Lamjung,Highway,Curve,Evening,Serious Injury,Fog,Wet,Car,80,Male
771,2024-12-12,2024,December,Bagmati,Chitwan,Urban,Straight,Afternoon,Serious Injury,Dusty,Dry,Car,50,Female
84,2023-03-04,2023,March,Gandaki,Tanahun,Highway,Straight,Morning,Fatal,Clear,Slippery,Truck,50,Male
232,2023-07-27,2023,July,Koshi,Sunsari,Urban,Curve,Morning,Minor Injury,Clear,Slippery,Microbus,30,Female
621,2024-08-01,2024,August,Gandaki,Tanahun,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Scooter,50,Male
334,2023-10-27,2023,October,Karnali,Kalikot,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male
130,2023-04-19,2023,April,Koshi,Jhapa,Highway,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male
1012,2025-07-26,2025,July,Gandaki,Kaski,Rural,Curve,Morning,Minor Injury,Clear,Wet,Scooter,80,Male
645,2024-08-24,2024,August,Karnali,Kalikot,Urban,Curve,Evening,Serious Injury,Clear,Damaged,Truck,50,Male
974,2025-06-24,2025,June,Lumbini,Rupandehi,Rural,Junction,Night,Damage Only,Clear,Dry,Bus,50,Female
383,2023-12-11,2023,December,Sudurpashchim,Kanchanpur,Urban,Straight,Night,Minor Injury,Clear,Slippery,Car,30,Male
868,2025-03-09,2025,March,Sudurpashchim,Achham,Highway,Straight,Evening,Minor Injury,Rain,Wet,Car,80,Male
543,2024-05-17,2024,May,Sudurpashchim,Kailali,Highway,Junction,Evening,Damage Only,Clear,Damaged,Car,50,Male
1194,2026-01-17,2026,January,Bagmati,Kathmandu,Rural,Straight,Afternoon,Minor Injury,Fog,Dry,Jeep,80,Female
875,2025-03-15,2025,March,Karnali,Jumla,Highway,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,80,Male
332,2023-10-26,2023,October,Gandaki,Kaski,Feeder,Straight,Evening,Serious Injury,Clear,Dry,Motorbike,50,Male
410,2024-01-10,2024,January,Koshi,Ilam,Urban,Junction,Night,Serious Injury,Clear,Wet,Car,50,Male
77,2023-02-24,2023,February,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Rain,Wet,Car,80,Male
869,2025-03-10,2025,March,Bagmati,Chitwan,Highway,Junction,Evening,Serious Injury,Clear,Wet,Bus,50,Male
139,2023-04-28,2023,April,Koshi,Ilam,Urban,Curve,Evening,Minor Injury,Rain,Wet,Jeep,30,Male
544,2024-05-18,2024,May,Madhesh,Bara,Urban,Curve,Evening,Minor Injury,Clear,Damaged,Bus,30,Male
674,2024-09-23,2024,September,Bagmati,Kathmandu,Rural,Straight,Morning,Damage Only,Fog,Damaged,Motorbike,80,Female
921,2025-05-05,2025,May,Lumbini,Kapilvastu,Rural,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male
64,2023-02-14,2023,February,Gandaki,Gorkha,Highway,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Female
142,2023-04-29,2023,April,Madhesh,Parsa,Urban,Curve,Evening,Minor Injury,Clear,Dry,Motorbike,80,Male
717,2024-11-01,2024,November,Gandaki,Tanahun,Rural,Junction,Morning,Damage Only,Dusty,Dry,Car,30,Male
377,2023-12-07,2023,December,Bagmati,Bhaktapur,Rural,Straight,Night,Serious Injury,Dusty,Damaged,Car,50,Male
364,2023-11-25,2023,November,Sudurpashchim,Kanchanpur,Urban,Straight,Afternoon,Damage Only,Clear,Wet,Car,30,Female
140,2023-04-29,2023,April,Koshi,Jhapa,Urban,Curve,Night,Serious Injury,Clear,Slippery,Car,50,Male
885,2025-03-23,2025,March,Sudurpashchim,Doti,Highway,Straight,Night,Serious Injury,Dusty,Damaged,Car,30,Male
1042,2025-08-27,2025,August,Lumbini,Dang,Highway,Junction,Afternoon,Damage Only,Clear,Damaged,Bus,80,Male
225,2023-07-18,2023,July,Koshi,Jhapa,Rural,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,30,Female
515,2024-04-16,2024,April,Lumbini,Rupandehi,Urban,Junction,Afternoon,Serious Injury,Fog,Slippery,Car,50,Male
267,2023-09-03,2023,September,Lumbini,Rupandehi,Rural,Junction,Morning,Fatal,Clear,Dry,Car,50,Other
1170,2025-12-30,2025,December,Karnali,Jumla,Highway,Junction,Night,Minor Injury,Clear,Dry,Truck,80,Male
487,2024-03-23,2024,March,Madhesh,Parsa,Urban,Straight,Morning,Minor Injury,Clear,Damaged,Bus,50,Female
353,2023-11-16,2023,November,Lumbini,Banke,Urban,Straight,Night,Damage Only,Clear,Damaged,Car,80,Female
1006,2025-07-25,2025,July,Karnali,Dailekh,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Car,50,Female
618,2024-07-30,2024,July,Karnali,Kalikot,Highway,Straight,Evening,Damage Only,Rain,Wet,Jeep,30,Male
668,2024-09-21,2024,September,Bagmati,Chitwan,Highway,Straight,Evening,Minor Injury,Fog,Dry,Car,30,Female
775,2024-12-15,2024,December,Bagmati,Chitwan,Urban,Curve,Afternoon,Damage Only,Rain,Wet,Scooter,50,Female
554,2024-05-27,2024,May,Karnali,Kalikot,Feeder,Junction,Evening,Damage Only,Clear,Damaged,Bus,80,Male
576,2024-06-27,2024,June,Karnali,Surkhet,Urban,Straight,Night,Damage Only,Rain,Wet,Car,50,Male
915,2025-04-26,2025,April,Madhesh,Bara,Feeder,Straight,Morning,Fatal,Clear,Damaged,Microbus,30,Male
466,2024-03-06,2024,March,Lumbini,Dang,Highway,Straight,Afternoon,Serious Injury,Rain,Wet,Motorbike,30,Male
591,2024-07-12,2024,July,Gandaki,Kaski,Urban,Straight,Afternoon,Minor Injury,Clear,Dry,Microbus,80,Male
765,2024-12-08,2024,December,Koshi,Sunsari,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male
635,2024-08-16,2024,August,Koshi,Morang,Rural,Junction,Evening,Serious Injury,Fog,Dry,Motorbike,50,Male
838,2025-02-08,2025,February,Lumbini,Kapilvastu,Highway,Straight,Night,Minor Injury,Clear,Wet,Car,30,Female
290,2023-09-18,2023,September,Gandaki,Gorkha,Urban,Curve,Morning,Minor Injury,Rain,Wet,Car,30,Male
40,2023-01-26,2023,January,Koshi,Jhapa,Urban,Straight,Afternoon,Fatal,Clear,Damaged,Scooter,50,Female
31,2023-01-20,2023,January,Bagmati,Chitwan,Rural,Junction,Afternoon,Minor Injury,Fog,Dry,Car,30,Male
243,2023-08-17,2023,August,Koshi,Jhapa,Highway,Straight,Morning,Fatal,Clear,Dry,Bus,50,Male
429,2024-02-05,2024,February,Karnali,Dailekh,Highway,Curve,Morning,Fatal,Rain,Wet,Car,50,Male
137,2023-04-27,2023,April,Gandaki,Tanahun,Highway,Junction,Night,Minor Injury,Clear,Slippery,Motorbike,50,Male
1101,2025-10-15,2025,October,Karnali,Kalikot,Highway,Straight,Evening,Minor Injury,Fog,Dry,Car,80,Male
865,2025-03-07,2025,March,Madhesh,Rautahat,Rural,Straight,Afternoon,Damage Only,Rain,Wet,Motorbike,80,Male
4,2023-01-06,2023,January,Bagmati,Lalitpur,Feeder,Junction,Evening,Minor Injury,Clear,Slippery,Motorbike,80,Male
833,2025-02-04,2025,February,Sudurpashchim,Kanchanpur,Urban,Curve,Afternoon,Damage Only,Clear,Slippery,Motorbike,30,Male
603,2024-07-20,2024,July,Karnali,Jumla,Rural,Straight,Evening,Damage Only,Clear,Wet,Truck,30,Female
1034,2025-08-16,2025,August,Lumbini,Banke,Feeder,Curve,Morning,Minor Injury,Clear,Slippery,Bus,50,Male
655,2024-09-06,2024,September,Koshi,Morang,Highway,Junction,Afternoon,Minor Injury,Dusty,Dry,Microbus,50,Male
844,2025-02-12,2025,February,Lumbini,Banke,Rural,Straight,Morning,Minor Injury,Clear,Dry,Car,30,Male
784,2024-12-23,2024,December,Madhesh,Sarlahi,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,30,Male
1074,2025-09-23,2025,September,Karnali,Kalikot,Feeder,Straight,Morning,Minor Injury,Fog,Damaged,Truck,80,Male
443,2024-02-18,2024,February,Bagmati,Lalitpur,Urban,Straight,Night,Serious Injury,Clear,Damaged,Motorbike,30,Male
1178,2026-01-08,2026,January,Karnali,Jumla,Highway,Junction,Night,Minor Injury,Clear,Damaged,Motorbike,30,Male
436,2024-02-12,2024,February,Karnali,Kalikot,Highway,Junction,Night,Serious Injury,Rain,Wet,Motorbike,80,Female
1169,2025-12-30,2025,December,Gandaki,Kaski,Urban,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male
101,2023-03-22,2023,March,Madhesh,Sarlahi,Urban,Junction,Evening,Minor Injury,Clear,Damaged,Car,80,Female
773,2024-12-14,2024,December,Lumbini,Kapilvastu,Urban,Straight,Morning,Fatal,Clear,Damaged,Motorbike,50,Male
495,2024-03-29,2024,March,Karnali,Kalikot,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Motorbike,50,Male
1028,2025-08-09,2025,August,Koshi,Sunsari,Feeder,Straight,Morning,Damage Only,Clear,Slippery,Car,50,Male
807,2025-01-11,2025,January,Madhesh,Bara,Urban,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male
1142,2025-12-07,2025,December,Karnali,Surkhet,Highway,Curve,Morning,Minor Injury,Clear,Dry,Scooter,30,Male
846,2025-02-13,2025,February,Sudurpashchim,Doti,Rural,Straight,Night,Serious Injury,Clear,Dry,Car,50,Male
987,2025-07-10,2025,July,Bagmati,Chitwan,Urban,Straight,Morning,Minor Injury,Fog,Wet,Car,80,Male
228,2023-07-21,2023,July,Sudurpashchim,Kanchanpur,Highway,Roundabout,Afternoon,Serious Injury,Clear,Dry,Truck,30,Female
1193,2026-01-16,2026,January,Madhesh,Rautahat,Rural,Junction,Morning,Damage Only,Dusty,Dry,Scooter,30,Male
672,2024-09-22,2024,September,Karnali,Dailekh,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Car,50,Female
859,2025-03-02,2025,March,Bagmati,Bhaktapur,Rural,Junction,Night,Damage Only,Clear,Wet,Truck,30,Male
925,2025-05-08,2025,May,Gandaki,Gorkha,Urban,Curve,Night,Minor Injury,Clear,Dry,Motorbike,80,Male
67,2023-02-18,2023,February,Lumbini,Banke,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Motorbike,50,Male
68,2023-02-19,2023,February,Sudurpashchim,Kailali,Highway,Straight,Evening,Minor Injury,Rain,Wet,Car,30,Male
817,2025-01-22,2025,January,Koshi,Jhapa,Urban,Curve,Night,Minor Injury,Rain,Wet,Jeep,80,Female
212,2023-07-04,2023,July,Madhesh,Sarlahi,Highway,Straight,Morning,Serious Injury,Clear,Damaged,Motorbike,50,Male
13,2023-01-11,2023,January,Karnali,Surkhet,Highway,Curve,Morning,Serious Injury,Clear,Damaged,Microbus,30,Male
494,2024-03-28,2024,March,Karnali,Surkhet,Feeder,Straight,Evening,Damage Only,Clear,Dry,Motorbike,80,Male
1165,2025-12-26,2025,December,Madhesh,Sarlahi,Rural,Straight,Afternoon,Minor Injury,Clear,Damaged,Car,50,Male
300,2023-09-29,2023,September,Sudurpashchim,Kanchanpur,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male
411,2024-01-19,2024,January,Sudurpashchim,Doti,Rural,Straight,Afternoon,Serious Injury,Clear,Slippery,Truck,30,Male
757,2024-12-02,2024,December,Madhesh,Rautahat,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Bus,30,Female
1075,2025-09-23,2025,September,Bagmati,Bhaktapur,Rural,Roundabout,Evening,Serious Injury,Clear,Wet,Truck,30,Female
696,2024-10-10,2024,October,Gandaki,Tanahun,Rural,Straight,Night,Minor Injury,Rain,Wet,Motorbike,80,Male
1151,2025-12-13,2025,December,Gandaki,Gorkha,Rural,Junction,Evening,Damage Only,Dusty,Damaged,Jeep,50,Male
724,2024-11-07,2024,November,Sudurpashchim,Doti,Feeder,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,30,Male
1016,2025-07-28,2025,July,Karnali,Jumla,Rural,Straight,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male
528,2024-05-01,2024,May,Karnali,Kalikot,Urban,Straight,Night,Serious Injury,Clear,Slippery,Car,80,Male
600,2024-07-19,2024,July,Madhesh,Sarlahi,Highway,Straight,Evening,Serious Injury,Dusty,Wet,Car,30,Male
1120,2025-11-15,2025,November,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Clear,Slippery,Car,30,Male
567,2024-06-12,2024,June,Koshi,Ilam,Urban,Roundabout,Evening,Minor Injury,Dusty,Dry,Motorbike,30,Male
731,2024-11-13,2024,November,Bagmati,Kathmandu,Rural,Straight,Evening,Minor Injury,Fog,Dry,Motorbike,80,Male
274,2023-09-07,2023,September,Gandaki,Lamjung,Urban,Roundabout,Night,Minor Injury,Fog,Damaged,Motorbike,30,Male
967,2025-06-17,2025,June,Bagmati,Chitwan,Urban,Straight,Afternoon,Minor Injury,Fog,Slippery,Microbus,80,Male
238,2023-08-08,2023,August,Madhesh,Rautahat,Highway,Straight,Night,Minor Injury,Clear,Wet,Microbus,80,Male
406,2024-01-06,2024,January,Gandaki,Gorkha,Feeder,Junction,Afternoon,Damage Only,Rain,Wet,Motorbike,30,Male
3,2023-01-06,2023,January,Bagmati,Bhaktapur,Rural,Junction,Evening,Minor Injury,Clear,Slippery,Truck,50,Male
7,2023-01-08,2023,January,Sudurpashchim,Kailali,Feeder,Junction,Evening,Serious Injury,Clear,Damaged,Scooter,30,Female
312,2023-10-10,2023,October,Lumbini,Banke,Rural,Straight,Morning,Minor Injury,Clear,Damaged,Scooter,50,Female
1091,2025-10-03,2025,October,Gandaki,Tanahun,Highway,Straight,Afternoon,Minor Injury,Dusty,Wet,Jeep,80,Female
452,2024-02-26,2024,February,Madhesh,Sarlahi,Highway,Junction,Afternoon,Minor Injury,Dusty,Slippery,Car,50,Female
722,2024-11-07,2024,November,Sudurpashchim,Doti,Urban,Straight,Afternoon,Minor Injury,Clear,Slippery,Motorbike,50,Male
216,2023-07-07,2023,July,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Clear,Dry,Jeep,30,Female
1086,2025-09-28,2025,September,Koshi,Morang,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Male
28,2023-01-19,2023,January,Madhesh,Sarlahi,Urban,Junction,Evening,Minor Injury,Clear,Dry,Car,50,Male
1158,2025-12-22,2025,December,Bagmati,Lalitpur,Rural,Straight,Evening,Serious Injury,Clear,Dry,Motorbike,80,Male
362,2023-11-23,2023,November,Koshi,Ilam,Highway,Junction,Night,Serious Injury,Clear,Slippery,Bus,30,Male
823,2025-01-25,2025,January,Koshi,Morang,Rural,Straight,Evening,Minor Injury,Rain,Wet,Car,80,Male
781,2024-12-22,2024,December,Bagmati,Bhaktapur,Rural,Straight,Evening,Minor Injury,Clear,Wet,Truck,30,Male
629,2024-08-12,2024,August,Karnali,Dailekh,Highway,Curve,Night,Minor Injury,Rain,Wet,Motorbike,80,Other
454,2024-02-26,2024,February,Karnali,Surkhet,Highway,Junction,Morning,Serious Injury,Clear,Damaged,Car,50,Male
739,2024-11-18,2024,November,Gandaki,Kaski,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Motorbike,30,Male
536,2024-05-10,2024,May,Karnali,Dailekh,Urban,Junction,Night,Fatal,Clear,Dry,Scooter,30,Male
1050,2025-09-04,2025,September,Karnali,Dailekh,Rural,Straight,Afternoon,Serious Injury,Rain,Wet,Motorbike,80,Female
399,2023-12-30,2023,December,Karnali,Surkhet,Highway,Straight,Afternoon,Serious Injury,Clear,Wet,Motorbike,50,Male
257,2023-08-29,2023,August,Sudurpashchim,Kanchanpur,Highway,Junction,Evening,Minor Injury,Clear,Wet,Truck,50,Female
292,2023-09-20,2023,September,Bagmati,Bhaktapur,Feeder,Junction,Morning,Serious Injury,Clear,Wet,Car,80,Female
26,2023-01-18,2023,January,Lumbini,Dang,Urban,Junction,Evening,Damage Only,Rain,Wet,Scooter,50,Male
337,2023-10-29,2023,October,Sudurpashchim,Achham,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Motorbike,50,Male
585,2024-07-03,2024,July,Madhesh,Parsa,Feeder,Junction,Morning,Damage Only,Clear,Slippery,Truck,50,Male
48,2023-02-03,2023,February,Lumbini,Banke,Rural,Junction,Afternoon,Damage Only,Clear,Dry,Car,50,Male
319,2023-10-14,2023,October,Karnali,Kalikot,Urban,Straight,Afternoon,Minor Injury,Rain,Wet,Motorbike,80,Male
107,2023-03-26,2023,March,Bagmati,Chitwan,Rural,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,50,Female
799,2025-01-07,2025,January,Koshi,Ilam,Rural,Straight,Morning,Serious Injury,Rain,Wet,Bus,80,Male
56,2023-02-09,2023,February,Madhesh,Parsa,Feeder,Straight,Night,Serious Injury,Clear,Dry,Scooter,30,Male
523,2024-04-29,2024,April,Koshi,Sunsari,Rural,Straight,Night,Damage Only,Clear,Dry,Microbus,30,Female
214,2023-07-05,2023,July,Karnali,Kalikot,Highway,Junction,Morning,Minor Injury,Rain,Wet,Scooter,30,Female
121,2023-04-10,2023,April,Lumbini,Rupandehi,Rural,Junction,Morning,Minor Injury,Clear,Slippery,Car,50,Male
918,2025-04-28,2025,April,Gandaki,Gorkha,Highway,Curve,Evening,Damage Only,Rain,Wet,Motorbike,50,Male
1068,2025-09-16,2025,September,Koshi,Sunsari,Urban,Straight,Afternoon,Serious Injury,Fog,Damaged,Car,30,Male
1118,2025-11-12,2025,November,Koshi,Sunsari,Highway,Junction,Night,Serious Injury,Clear,Slippery,Car,30,Female
73,2023-02-22,2023,February,Karnali,Kalikot,Urban,Straight,Afternoon,Damage Only,Clear,Dry,Truck,30,Male
948,2025-05-30,2025,May,Sudurpashchim,Kailali,Rural,Straight,Evening,Damage Only,Rain,Wet,Car,50,Male
747,2024-11-26,2024,November,Gandaki,Gorkha,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Car,30,Male
716,2024-10-30,2024,October,Lumbini,Kapilvastu,Rural,Straight,Night,Minor Injury,Rain,Wet,Microbus,80,Male
558,2024-05-31,2024,May,Sudurpashchim,Doti,Highway,Straight,Afternoon,Serious Injury,Dusty,Wet,Motorbike,50,Male
1082,2025-09-26,2025,September,Sudurpashchim,Kailali,Urban,Straight,Evening,Minor Injury,Clear,Dry,Scooter,30,Male
1046,2025-08-29,2025,August,Koshi,Morang,Rural,Straight,Morning,Minor Injury,Clear,Slippery,Bus,80,Female
553,2024-05-26,2024,May,Madhesh,Bara,Highway,Straight,Evening,Damage Only,Clear,Slippery,Motorbike,50,Male
562,2024-06-08,2024,June,Karnali,Dailekh,Urban,Roundabout,Afternoon,Minor Injury,Fog,Slippery,Motorbike,80,Male
425,2024-02-02,2024,February,Bagmati,Chitwan,Urban,Straight,Afternoon,Damage Only,Fog,Wet,Car,80,Male
1014,2025-07-27,2025,July,Karnali,Surkhet,Highway,Straight,Night,Minor Injury,Clear,Slippery,Microbus,30,Male
326,2023-10-20,2023,October,Sudurpashchim,Achham,Urban,Junction,Evening,Serious Injury,Clear,Slippery,Car,50,Female
924,2025-05-06,2025,May,Gandaki,Gorkha,Highway,Straight,Morning,Damage Only,Clear,Damaged,Car,50,Male
317,2023-10-12,2023,October,Madhesh,Rautahat,Urban,Curve,Night,Fatal,Clear,Damaged,Car,30,Male
804,2025-01-10,2025,January,Lumbini,Dang,Rural,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,30,Female
1163,2025-12-25,2025,December,Sudurpashchim,Doti,Urban,Curve,Morning,Serious Injury,Rain,Wet,Motorbike,50,Male
529,2024-05-02,2024,May,Madhesh,Parsa,Highway,Junction,Afternoon,Fatal,Clear,Damaged,Jeep,80,Male
837,2025-02-07,2025,February,Lumbini,Kapilvastu,Highway,Straight,Afternoon,Minor Injury,Clear,Slippery,Scooter,30,Female
715,2024-10-30,2024,October,Gandaki,Lamjung,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Truck,30,Female
901,2025-04-09,2025,April,Sudurpashchim,Kanchanpur,Feeder,Junction,Afternoon,Minor Injury,Rain,Wet,Jeep,50,Female
61,2023-02-13,2023,February,Sudurpashchim,Doti,Highway,Curve,Afternoon,Serious Injury,Clear,Dry,Jeep,50,Female
723,2024-11-07,2024,November,Karnali,Surkhet,Urban,Junction,Morning,Serious Injury,Clear,Dry,Motorbike,80,Male
93,2023-03-14,2023,March,Gandaki,Gorkha,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Scooter,30,Male
858,2025-03-02,2025,March,Gandaki,Gorkha,Feeder,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,30,Female
619,2024-08-01,2024,August,Bagmati,Lalitpur,Urban,Straight,Night,Minor Injury,Clear,Dry,Motorbike,50,Male
352,2023-11-13,2023,November,Lumbini,Banke,Urban,Curve,Evening,Fatal,Clear,Damaged,Truck,30,Female
933,2025-05-16,2025,May,Sudurpashchim,Kailali,Feeder,Junction,Afternoon,Serious Injury,Rain,Wet,Car,30,Female
281,2023-09-11,2023,September,Madhesh,Bara,Urban,Straight,Morning,Damage Only,Rain,Wet,Scooter,80,Male
421,2024-01-30,2024,January,Madhesh,Bara,Highway,Straight,Morning,Minor Injury,Clear,Dry,Truck,30,Male
1115,2025-11-09,2025,November,Karnali,Dailekh,Highway,Junction,Afternoon,Minor Injury,Rain,Wet,Car,30,Male
360,2023-11-23,2023,November,Madhesh,Rautahat,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Car,50,Male
423,2024-01-31,2024,January,Gandaki,Kaski,Highway,Straight,Afternoon,Damage Only,Clear,Slippery,Microbus,30,Female
679,2024-09-30,2024,September,Madhesh,Bara,Feeder,Junction,Night,Minor Injury,Fog,Dry,Motorbike,50,Male
527,2024-04-30,2024,April,Sudurpashchim,Kanchanpur,Urban,Junction,Morning,Minor Injury,Rain,Wet,Car,30,Male
478,2024-03-17,2024,March,Koshi,Ilam,Rural,Straight,Afternoon,Minor Injury,Dusty,Dry,Truck,50,Female
1095,2025-10-08,2025,October,Gandaki,Kaski,Urban,Curve,Evening,Damage Only,Clear,Dry,Car,30,Male
183,2023-06-09,2023,June,Bagmati,Bhaktapur,Highway,Straight,Afternoon,Serious Injury,Rain,Wet,Motorbike,50,Male
1092,2025-10-04,2025,October,Madhesh,Parsa,Highway,Roundabout,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Male
433,2024-02-09,2024,February,Bagmati,Kathmandu,Highway,Straight,Evening,Serious Injury,Dusty,Slippery,Bus,30,Male
111,2023-03-29,2023,March,Bagmati,Lalitpur,Urban,Junction,Night,Damage Only,Clear,Wet,Motorbike,80,Female
371,2023-12-02,2023,December,Gandaki,Tanahun,Highway,Curve,Afternoon,Minor Injury,Clear,Dry,Jeep,30,Male
240,2023-08-12,2023,August,Lumbini,Kapilvastu,Feeder,Curve,Afternoon,Serious Injury,Clear,Slippery,Jeep,50,Male
709,2024-10-26,2024,October,Koshi,Morang,Rural,Straight,Night,Minor Injury,Clear,Dry,Motorbike,80,Female
630,2024-08-12,2024,August,Bagmati,Lalitpur,Urban,Curve,Evening,Minor Injury,Clear,Dry,Motorbike,50,Male
594,2024-07-13,2024,July,Lumbini,Dang,Urban,Straight,Afternoon,Serious Injury,Fog,Slippery,Car,30,Male
486,2024-03-22,2024,March,Gandaki,Kaski,Urban,Straight,Night,Minor Injury,Clear,Slippery,Car,80,Female
701,2024-10-14,2024,October,Karnali,Surkhet,Rural,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,30,Male
262,2023-09-02,2023,September,Koshi,Sunsari,Rural,Straight,Night,Serious Injury,Rain,Wet,Car,80,Female
480,2024-03-18,2024,March,Madhesh,Parsa,Highway,Roundabout,Night,Minor Injury,Clear,Wet,Car,50,Male
650,2024-08-27,2024,August,Karnali,Dailekh,Urban,Junction,Evening,Minor Injury,Clear,Damaged,Motorbike,30,Male
340,2023-11-02,2023,November,Gandaki,Lamjung,Highway,Curve,Evening,Fatal,Clear,Dry,Scooter,50,Male
669,2024-09-21,2024,September,Sudurpashchim,Achham,Rural,Straight,Night,Damage Only,Rain,Wet,Motorbike,30,Male
552,2024-05-26,2024,May,Koshi,Ilam,Highway,Curve,Morning,Damage Only,Clear,Wet,Motorbike,80,Male
459,2024-03-03,2024,March,Madhesh,Sarlahi,Highway,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,80,Male
184,2023-06-10,2023,June,Gandaki,Kaski,Highway,Curve,Evening,Minor Injury,Rain,Wet,Motorbike,30,Male
138,2023-04-28,2023,April,Sudurpashchim,Doti,Highway,Curve,Morning,Minor Injury,Fog,Slippery,Bus,30,Male
1161,2025-12-23,2025,December,Madhesh,Bara,Highway,Straight,Evening,Minor Injury,Clear,Wet,Motorbike,80,Female
707,2024-10-23,2024,October,Sudurpashchim,Kailali,Rural,Junction,Evening,Fatal,Clear,Damaged,Motorbike,30,Female
582,2024-06-30,2024,June,Madhesh,Parsa,Urban,Straight,Afternoon,Serious Injury,Clear,Wet,Motorbike,80,Male
81,2023-02-28,2023,February,Bagmati,Bhaktapur,Highway,Junction,Morning,Serious Injury,Clear,Damaged,Car,50,Male
769,2024-12-11,2024,December,Bagmati,Kathmandu,Feeder,Junction,Evening,Serious Injury,Dusty,Wet,Car,30,Female
870,2025-03-10,2025,March,Gandaki,Lamjung,Highway,Straight,Evening,Minor Injury,Dusty,Damaged,Car,30,Male
762,2024-12-05,2024,December,Madhesh,Sarlahi,Feeder,Curve,Morning,Serious Injury,Clear,Dry,Motorbike,50,Female
30,2023-01-20,2023,January,Gandaki,Lamjung,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,80,Male
542,2024-05-16,2024,May,Sudurpashchim,Achham,Highway,Straight,Morning,Serious Injury,Clear,Wet,Scooter,50,Male
166,2023-05-19,2023,May,Bagmati,Bhaktapur,Urban,Straight,Morning,Minor Injury,Rain,Wet,Car,30,Male
249,2023-08-23,2023,August,Karnali,Dailekh,Highway,Junction,Afternoon,Serious Injury,Clear,Damaged,Motorbike,50,Female
308,2023-10-08,2023,October,Bagmati,Kathmandu,Feeder,Curve,Evening,Serious Injury,Clear,Slippery,Motorbike,30,Male
448,2024-02-20,2024,February,Madhesh,Parsa,Feeder,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male
347,2023-11-08,2023,November,Gandaki,Kaski,Highway,Roundabout,Afternoon,Fatal,Clear,Damaged,Motorbike,80,Male
335,2023-10-28,2023,October,Karnali,Kalikot,Urban,Straight,Afternoon,Damage Only,Rain,Wet,Bus,50,Male
